Index,Store Code,Store Name,Province EN,Province KH,District EN,District KH,Latitude,Longitude
621,"TBKA009","Trapeang Phlong","Tboung Khmum","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.692978","105.966143"
622,"TBKA010","Dambae","Tboung Khmum","ត្បូងឃ្មុំ","Dambae","តំបែរ","12.017253","105.884091"
623,"TBKA011","Chong Cheach","Tboung Khmum","ត្បូងឃ្មុំ","Dambae","តំបែរ","11.912352","105.861044"
624,"TBKA012","Chhuk","Tboung Khmum","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","12.157931","105.739451"
625,"TBKA013","Chumnik","Tboung Khmum","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","12.25263","105.817345"
626,"TBKA014","Trea","Tboung Khmum","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","12.234293","105.546472"
627,"TBKA015","Chak","Tboung Khmum","ត្បូងឃ្មុំ","Ou Reang Ov","អូររាំងឪ","11.776389","105.598362"
628,"TBKA016","Kraek","Tboung Khmum","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.785283","106.002698"
629,"TBKA017","Kor 01","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.973743","105.742968"
630,"TBKA018","Choam Ta Mau","Tboung Khmum","ត្បូងឃ្មុំ","Memot","មេមត់","11.886598","106.243362"
631,"TBKA019","Chob","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.918445","105.603895"
632,"TBKA020","Peam Chileang","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","12.101092","105.547606"
633,"TBKA021","Sralab","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.862282","105.738753"
634,"TBKA022","Kor 02","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.976871","105.716563"
635,"TBKP001","Suong","Tboung Khmum","ត្បូងឃ្មុំ","Suong","សួង","11.911554","105.651283"
636,"TBKS001","Suong","Tboung Khmum","ត្បូងឃ្មុំ","Suong","សួង","11.910232","105.653275"
637,"TBKS002","Kraek","Tboung Khmum","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.763201","105.940445"
638,"TBKS003","Memut","Tboung Khmum","ត្បូងឃ្មុំ","Suong","សួង","11.828102","106.182878"
639,"TBKS004","Ampil Ta Pok","Tboung Khmum","ត្បូងឃ្មុំ","Ou Reang Ov","អូររាំងឪ","11.796341","105.499489"
640,"THOA001","Srayouv","Kampong Thom","កំពង់ធំ","Steung Saen","ស្ទឹងសែន","12.657969","104.919848"
641,"THOA002","Sou Young","Kampong Thom","កំពង់ធំ","Taing Kouk","តាំងគោក","12.247011","105.123774"
642,"THOA003","Triel","Kampong Thom","កំពង់ធំ","Taing Kouk","តាំងគោក","12.333434","105.105665"
643,"THOA004","Baray","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","12.396384","105.083396"
644,"THOA005","Bak Sna","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","12.515992","105.281484"
645,"THOA006","Tbaeng","Kampong Thom","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","12.793109","104.78912"
646,"THOA007","Tang Krasang","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","12.56012","105.04978"
647,"THOA008","San Ko","Kampong Thom","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","12.80811","104.738129"
648,"THOA009","Tum Ring","Kampong Thom","កំពង់ធំ","Sandan","សណ្ដាន់","12.901008","105.424327"
649,"THOA010","Kraya","Kampong Thom","កំពង់ធំ","Prasat Ballangk","ប្រាសាទបល្ល័ង្គ","13.118471","104.762385"
650,"THOA011","Sala Visai","Kampong Thom","កំពង់ធំ","Prasat Ballangk","ប្រាសាទបល្ល័ង្គ","12.948858","104.944323"
651,"THOA012","Steung Sean","Kampong Thom","កំពង់ធំ","Steung Saen","ស្ទឹងសែន","12.870132","105.068985"
652,"THOA013","Chhuk","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","12.931402","105.164794"
653,"THOA014","Krava","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","12.473985","105.244491"
654,"THOA015","Kampong Chen Tboung","Kampong Thom","កំពង់ធំ","Stoung","ស្ទោង","12.929947","104.579938"
655,"THOA016","Chamna Kraom","Kampong Thom","កំពង់ធំ","Stoung","ស្ទោង","12.848016","104.635693"
656,"THOA017","Steung Sean","Kampong Thom","កំពង់ធំ","Steung Saen","ស្ទឹងសែន","12.728917","104.89055"
657,"THOA018","Steung Sean","Kampong Thom","កំពង់ធំ","Steung Saen","ស្ទឹងសែន","12.87017","105.06897"
658,"THOP001","Stueng Saen","Kampong Thom","កំពង់ធំ","Steung Saen","ស្ទឹងសែន","12.718887","104.886428"
659,"THOP018","Steung Sean","Kampong Thom","កំពង់ធំ","Steung Saen","ស្ទឹងសែន","12.622","105.4718"
660,"THOS001","Prey Ta Hu","Kampong Thom","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","12.718984","104.886849"
661,"THOS002","Ballang","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","12.4996","105.125"
662,"THOS003","Kampong Chen Cheung","Kampong Thom","កំពង់ធំ","Stoung","ស្ទោង","12.943729","104.569481"
663,"THOS004","Sandan","Kampong Thom","កំពង់ធំ","Sandan","សណ្ដាន់","13.102497","105.241223"
