Index,Store Code,Store Name,Province EN,Province KH,District EN,District KH,Latitude,Longitude
398,"PRES002","Preaek Khsay Kha","Prey Veng","ព្រៃវែង","Peam Ro","ពាមរក៍","11.261454","105.289131"
399,"PRES003","Chheu Kach","Prey Veng","ព្រៃវែង","Ba Phnum","បាភ្នំ","11.256791","105.400789"
400,"PRES004","Chheu Kach","Prey Veng","ព្រៃវែង","Ba Phnum","បាភ្នំ","11.256732","105.400851"
401,"PRES005","Roka","Prey Veng","ព្រៃវែង","Peam Chor","ពាមជរ","11.663987","105.221573"
402,"PRHA001","Pal Hal","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","13.737871","104.978647"
403,"PRHA002","Toek Kraham","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","14.148894","105.082134"
404,"PRHA003","Rumdaoh Srae","Preah Vihear","ព្រះវិហារ","Choam Ksant","ជាំក្សាន្ដ","14.171889","104.787173"
405,"PRHA004","Kantuot","Preah Vihear","ព្រះវិហារ","Choam Ksant","ជាំក្សាន្ដ","14.238194","104.728915"
406,"PRHA005","Kuleaen Tboung","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","13.818537","104.702415"
407,"PRHA006","Choam Khsan","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","14.220675","104.943625"
408,"PRHA007","Kampong Sralau Pir","Preah Vihear","ព្រះវិហារ","Chhaeb","ឆែប","13.975337","105.848255"
409,"PRHA008","Chamraeun","Preah Vihear","ព្រះវិហារ","Sangkum Thmei","សង្គមថ្មី","13.579335","104.896452"
410,"PRHA009","S'ang","Preah Vihear","ព្រះវិហារ","Chey Saen","ជ័យសែន","13.653966","105.260717"
411,"PRHA010","Preah Khleang","Preah Vihear","ព្រះវិហារ","Tbaeng Mean Chey","ត្បែងមានជ័យ","13.620566","105.030259"
412,"PRHA011","Robieb","Preah Vihear","ព្រះវិហារ","Rovieng","រវៀង","13.357681","105.114889"
413,"PRHA012","Chhaeb Muoy","Preah Vihear","ព្រះវិហារ","Chhaeb","ឆែប","13.768454","105.408876"
414,"PRHA013","Rummeakney","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","13.304101","105.002355"
415,"PRHA015","Phnum Tbaeng Pir","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","13.716508","104.77564"
416,"PRHA016","Srayang","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","13.705809","104.545423"
417,"PRHP001","Preah Vihear","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","13.794295","104.97836"
418,"PRHS001","Kampong Pranak","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","13.805255","104.97862"
419,"PURA001","Kandieng","Pursat","ពោធិ៍សាត់","Kandieng","កណ្ដៀង","12.584246","103.956298"
420,"PURA002","Srae Sdok","Pursat","ពោធិ៍សាត់","Kandieng","កណ្ដៀង","12.662178","103.94826"
421,"PURA003","Chheu Tom","Pursat","ពោធិ៍សាត់","Krakor","ក្រគរ","12.296662","104.174028"
422,"PURA004","Phteah Rung","Pursat","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","12.423372","103.729909"
423,"PURA005","Sna Ansa","Pursat","ពោធិ៍សាត់","Krakor","ក្រគរ","12.53697","104.145334"
424,"PURA006","Leach","Pursat","ពោធិ៍សាត់","Phnum Kravanh","ភ្នំក្រវ៉ាញ","12.351028","103.768345"
425,"PURA007","Ta Lou 01","Pursat","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","12.4878","103.5941"
426,"PURA008","Anlung Tnaot","Pursat","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.533559","104.204472"
427,"PURA009","Me Tuek","Pursat","ពោធិ៍សាត់","Bakan","បាកាន","12.69584","103.740165"
428,"PURA010","Pramaoy 01","Pursat","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","12.306994","103.095853"
429,"PURA011","Pramaoy 02","Pursat","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","12.355181","103.469557"
430,"PURA012","Ou Ta Paong","Pursat","ពោធិ៍សាត់","Bakan","បាកាន","12.660656","103.670925"
431,"PURA013","Ou Saom","Pursat","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","12.080807","103.205989"
432,"PURA014","Snam Preah","Pursat","ពោធិ៍សាត់","Bakan","បាកាន","12.626963","103.836676"
433,"PURA015","Ou Sandan","Pursat","ពោធិ៍សាត់","Krakor","ក្រគរ","12.557407","104.114851"
434,"PURA016","Ta Lou 02","Pursat","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","12.4892","103.6503"
435,"PURA017","Boeng Khnar","Pursat","ពោធិ៍សាត់","Bakan","បាកាន","12.632193","103.734616"
436,"PURA018","Trapeang Chong","Pursat","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.580989","103.737537"
437,"PURP001","Pousat","Pursat","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.53454","103.91531"
438,"PURS001","Phteah Prey","Pursat","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.537229","103.920705"
439,"PURS002","Boeng Khnar","Pursat","ពោធិ៍សាត់","Bakan","បាកាន","12.635697","103.72688"
440,"ROTA001","Trapeang Chres","Ratanak Kiri","Ratanak Kiri","Koun Mom","កូនមុំ","13.57925","106.772128"
441,"ROTA002","Labansiek","Ratanak Kiri","Ratanak Kiri","Ban Lung","បានលុង","13.739982","106.991325"
442,"ROTA003","Ta Veaeng Leu","Ratanak Kiri","Ratanak Kiri","Ta Veaeng","តាវែង","14.045859","107.107888"
443,"ROTA004","Keh Chong","Ratanak Kiri","Ratanak Kiri","Bar Kaev","បរកែវ","13.751117","107.24869"
444,"ROTA005","Lum Choar","Ratanak Kiri","Ratanak Kiri","Ou Ya Dav","អូរយ៉ាដាវ","13.670254","107.349959"
445,"ROTA006","Chey Otdam 01","Ratanak Kiri","Ratanak Kiri","Lumphat","លំផាត់","13.486692","106.981576"
446,"ROTA007","Malik","Ratanak Kiri","Ratanak Kiri","Andoung Meas","អណ្ដូងមាស","13.865468","107.305068"
447,"ROTA008","Kachanh 01","Ratanak Kiri","Ratanak Kiri","Ban Lung","បានលុង","13.719616","106.956511"
448,"ROTA009","Kachanh 02","Ratanak Kiri","Ratanak Kiri","Ban Lung","បានលុង","13.713741","106.977345"
449,"ROTA010","Teun","Ratanak Kiri","Ratanak Kiri","Koun Mom","កូនមុំ","13.683354","106.88182"
450,"ROTA011","Chey Otdam 02","Ratanak Kiri","Ratanak Kiri","Lumphat","លំផាត់","13.459472","106.95973"
451,"ROTA012","Ba Tang","Ratanak Kiri","Ratanak Kiri","Lumphat","លំផាត់","13.580911","106.957987"
452,"ROTA013","Ou Chum","Ratanak Kiri","Ratanak Kiri","Ou Chum","អូរជុំ","13.796013","106.993309"
453,"ROTA014","Trapeang Kraham 01","Ratanak Kiri","Ratanak Kiri","Koun Mom","កូនមុំ","13.508764","106.654464"
454,"ROTA015","Veun Sai","Ratanak Kiri","Ratanak Kiri","Veun Sai","វើនសៃ","13.9749","106.8164"
455,"ROTA016","Trapeang Kraham 02","Ratanak Kiri","Ratanak Kiri","Koun Mom","កូនមុំ","13.542316","106.686128"
456,"ROTA017","Srae Angkrong","Ratanak Kiri","Ratanak Kiri","Banlung","បានលុង","13.433351","106.61364"
457,"ROTP001","Ratanakiri","Ratanak Kiri","Ratanak Kiri","Banlung","បានលុង","13.737781","106.987692"
458,"ROTS001","Labansiek","Ratanak Kiri","Ratanak Kiri","Ban Lung","បានលុង","13.7367","106.9864"
459,"ROTS002","La Minh","Ratanak Kiri","Ratanak Kiri","Bar Kaev","បរកែវ","13.686","107.2169"
460,"ROTS003","Boeng Kansaeng","Ratanak Kiri","Ratanak Kiri","Ban Lung","បានលុង","13.7451","106.9894"
461,"HUBSIE001","Hub vùng HUBSIE001","Siem Reap","សៀមរាប","Siem Reap","សៀមរាប","13.66321698331083","104.2234763258576"
462,"SIEA001","Svay Leu","Siemreap","Siemreap","Svay Leu","ស្វាយលើ","13.551747","104.252698"
463,"SIEA002","Puok 01","Siemreap","Siemreap","Puok","ពួក","13.400147","103.79594"
464,"SIEA003","Dam Daek","Siemreap","Siemreap","Soutr Nikom","សូទ្រនិគម","13.248097","104.124303"
465,"SIEA005","Srangae","Siemreap","Siemreap","Siem Reap","សៀមរាប","13.365655","103.808087"
466,"SIEA006","Kralanh","Siemreap","Siemreap","Kralanh","ក្រឡាញ់","13.588405","103.417674"
467,"SIEA007","Srae Nouy","Siemreap","Siemreap","Varin","វ៉ារិន","13.813315","104.046877"
468,"SIEA008","Kampong Kdei","Siemreap","Siemreap","Chi Kraeng","ជីក្រែង","13.111871","104.354264"
469,"SIEA009","Samraong","Siemreap","Siemreap","Puok","ពួក","13.393213","103.867875"
470,"SIEA010","Kantreang","Siemreap","Siemreap","Prasat Bakong","ប្រាសាទបាគង","13.352193","104.024788"
471,"SIEA011","Sala Kamraeuk","Siem Reap","សៀមរាប","Siem Reap","សៀមរាប","13.354795","103.869528"
472,"SIEA012","Ballang","Siemreap","Siemreap","Prasat Bakong","ប្រាសាទបាគង","13.475203","104.17265"
473,"SIEA014","Chrouy Neang Nguon","Siemreap","Siemreap","Srei Snam","ស្រីស្នំ","13.8277","103.5156"
474,"SIEA016","Siem Reab","Siemreap","Siemreap","Siem Reap","សៀមរាប","13.318811","103.851774"
475,"SIEA017","Kouk Chak","Siem Reap","សៀមរាប","Siem Reap","សៀមរាប","13.580205","103.880291"
476,"SIEA022","Puok 02","Siemreap","Siemreap","Puok","ពួក","13.44275","103.727382"
477,"SIEA030","Char Chhuk","Siemreap","Siemreap","Angkor Chum","អង្គរជុំ","13.683854","103.649091"
478,"SIEA031","Khnar Sanday","Siemreap","Siemreap","Banteay Srei","បន្ទាយស្រី","13.586712","103.956676"
479,"SIEA033","Svay Sa","Siemreap","Siemreap","Varin","វ៉ារិន","13.79006","103.750383"
480,"SIEA034","Anlung Samnar","Siem Reap","សៀមរាប","Siem Reap","សៀមរាប","13.068422","103.289207"
481,"SIEA035","Sla Kram","Siemreap","Siemreap","Siem Reap","សៀមរាប","13.358351","103.893148"
482,"SIEA036","Kaev Poar","Siemreap","Siemreap","Puok","ពួក","13.387312","103.743113"
483,"SIEA037","Ruessei Lok","Siemreap","Siemreap","Chi Kraeng","ជីក្រែង","13.199103","104.214583"
484,"SIEA039","Kandaek","Siemreap","Siemreap","Prasat Bakong","ប្រាសាទបាគង","13.356339","103.916749"
485,"SIEP001","Siem Reab","Siemreap","Siemreap","Siem Reap","សៀមរាប","13.359287","103.883998"
486,"SIES001","Kouk Chak","Siem Reap","សៀមរាប","Siem Reap","សៀមរាប","13.381318","103.853015"
487,"SIES002","Siem Reab","Siemreap","Siemreap","Siem Reap","សៀមរាប","13.359275","103.854515"
488,"SIES003","Dam Daek","Siemreap","Siemreap","Soutr Nikom","សូទ្រនិគម","13.244512","104.124204"
489,"HUBSIH01","Hub vùng HUBSIH01","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.72425540436019","103.8113340931852"
490,"SIHA001","Tumnob Rolok","Preah Sihanouk","ព្រះសីហនុ","Stueng Hav","ស្ទឹងហាវ","10.737428","103.624233"
491,"SIHA002","Boeng Ta Prum","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.573382","103.773205"
492,"SIHA003","Ou Oknha Heng","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.589629","103.763962"
493,"SIHA004","Prey Nob","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.629706","103.782186"
494,"SIHA005","Andoung Thma","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.675489","103.800485"
495,"SIHA006","Cheung Kou","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.753846","103.804156"
496,"SIHA007","Lekh Muoy 01","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.662359","103.522013"
497,"SIHA008","Lekh Muoy 02","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.664146","103.522118"
498,"SIHA009","Stueng Chhay","Preah Sihanouk","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","10.939812","103.798362"
499,"SIHP001","Preah Sihanouk","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.620638","103.541226"
500,"SIHS001","Lekh Buon","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.61986","103.52744"
501,"SIHS002","Veal Renh","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.709813","103.818335"
502,"SPEA001","Preah Khae","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.174528","104.500433"
503,"SPEA002","Svay Rumpear","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.211305","104.583741"
504,"SPEA003","Krang Chek","Kampong Speu","កំពង់ស្ពឺ","Samkkei Munichay","សាមគ្គីមុនីជ័យ","11.582755","104.531477"
505,"SPEA004","Roka Kaoh 01","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.426686","104.661059"
506,"SPEA005","Sambour","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.533326","104.618288"
507,"SPEA007","Samrong Tong","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.54068","104.595483"
508,"SPEA008","Pou Chamraeun","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.105882","104.598308"
509,"SPEA009","Traeng Trayueng","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.277905","104.211297"
510,"SPEA010","Pneay","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.517333","104.520212"
511,"SPEA011","Rung Roeang","Kampong Speu","កំពង់ស្ពឺ","Thpong","ថ្ពង","11.721285","104.520246"
512,"SPEA012","Amleang","Kampong Speu","កំពង់ស្ពឺ","Thpong","ថ្ពង","11.801009","104.342315"
513,"SPEA013","Skuh","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.404436","104.51386"
514,"SPEA014","Chambak","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.396063","104.111423"
515,"SPEA015","Roleang Kreul 01","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.445192","104.62579"
516,"SPEA016","Roka Kaoh 02","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.412777","104.651533"
517,"SPEA017","Khsem Khsan","Kampong Speu","កំពង់ស្ពឺ","Odongk Maechay","ឧដុង្គម៉ែជ័យ","11.686979","104.70185"
518,"SPEA018","Pheakdei","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.177036","104.407526"
519,"SPEA019","Prey Kmeng","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.308992","104.438688"
520,"SPEA020","Prey Sralaeng","Kampong Speu","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.157493","104.684507"
521,"SPEA021","Tang Krouch","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.531039","104.416137"
522,"SPEA022","Voa Sar","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.475615","104.567907"
523,"SPEA023","Trapeang Chou","Kampong Speu","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","11.811444","104.129407"
524,"SPEA024","Ou Ta Vam","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.323964","104.578105"
525,"SPEA025","Tang Sya","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.38836","104.377905"
526,"SPEA026","Ta Sal","Kampong Speu","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","11.703038","103.939144"
527,"SPEA027","Ou","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.342067","104.322307"
528,"SPEA028","Veang Chas","Kampong Speu","កំពង់ស្ពឺ","Odongk Maechay","ឧដុង្គម៉ែជ័យ","11.823481","104.743066"
529,"SPEA029","Sangkae Satob","Kampong Speu","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","11.680048","104.147813"
530,"SPEA031","Krang Khnong","Kampong Speu","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.309173","104.631576"
531,"SPEA032","Roleang Kreul 02","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.440644","104.639622"
532,"SPEP001","Chbar Mon","Kampong Speu","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.465375","104.527043"
533,"SPES001","Rokar Thum","Kampong Speu","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.460768","104.514622"
534,"SPES002","Snam Krapeu","Kampong Speu","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","11.286801","104.706699"
535,"STUA001","Sekong","Stung Treng","ស្ទឹងត្រែង","Siem Pang","សៀមប៉ាង","14.115063","106.385817"
536,"STUA002","Siem Bouk 01","Stung Treng","ស្ទឹងត្រែង","Siem Bouk","សៀមបូក","13.334026","106.103639"
537,"STUA003","Ou Svay","Stung Treng","ស្ទឹងត្រែង","Borei Ou Svay Senchey","បុរីអូរស្វាយសែនជ័យ","13.880126","106.001924"
538,"STUA004","Kbal Romeas 01","Stung Treng","ស្ទឹងត្រែង","Sesan","សេសាន","13.422893","106.280728"
539,"STUA006","Siem Bouk 02","Stung Treng","ស្ទឹងត្រែង","Siem Bouk","សៀមបូក","13.360574","105.959553"
540,"STUA007","Phluk","Stung Treng","ស្ទឹងត្រែង","Sesan","សេសាន","13.564517","106.17007"
541,"STUA008","Kbal Romeas 02","Stung Treng","ស្ទឹងត្រែង","Sesan","សេសាន","13.417695","106.198157"
542,"STUA009","Anlung Chrey","Stung Treng","ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង","13.765682","105.671585"
543,"STUA010","Preah Rumkel","Stung Treng","ស្ទឹងត្រែង","Borei Ou Svay Senchey","បុរីអូរស្វាយសែនជ័យ","13.894888","105.964596"
544,"STUP001","Stung Treng","Stung Treng","ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង","13.528625","105.971602"
545,"STUS001","Stueng Traeng","Stung Treng","ស្ទឹងត្រែង","Stueng Traeng","ស្ទឹងត្រែង","13.5285","105.9709"
546,"SVAA001","Khsaet","Svay Rieng","ស្វាយរៀង","Kampong Rou","កំពង់រោទិ៍","10.926719","105.985774"
547,"SVAA002","Kokir","Svay Rieng","ស្វាយរៀង","Chantrea","ចន្ទ្រា","11.443579","105.861148"
548,"SVAA003","Ang Prasrae","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.323111","105.818189"
549,"SVAA004","Kampong Chak","Svay Rieng","ស្វាយរៀង","Rumduol","រំដួល","11.171601","105.818778"
550,"SVAA005","Bati","Svay Rieng","ស្វាយរៀង","Bavet","បាវិត","10.992849","106.129186"
551,"SVAA006","Samraong","Svay Rieng","ស្វាយរៀង","Chantrea","ចន្ទ្រា","10.9291","106.1414"
552,"SVAA007","Kruos","Svay Rieng","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.061583","105.668694"
553,"SVAA008","Chantrei","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.284448","105.72468"
554,"SVAA009","Doun Sa","Svay Rieng","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.225428","105.724589"
555,"SVAA010","Kampong Trach","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.410974","105.784585"
556,"SVAA011","Sambat Mean Chey","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.437822","105.691046"
557,"SVAA012","Doung","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.338164","105.862059"
558,"SVAA013","Chres","Svay Rieng","ស្វាយរៀង","Chantrea","ចន្ទ្រា","10.935155","106.057092"
559,"SVAA014","Mream","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.311113","105.674529"
560,"SVAA015","Svay Thum","Svay Rieng","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.021884","105.603819"
561,"SVAA016","Pou Reach","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.150287","105.762472"
562,"SVAA017","Chrey Thum","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.408281","105.716263"
563,"SVAA018","Koki Saom","Svay Rieng","ស្វាយរៀង","Svay Teab","ស្វាយទាប","11.159454","105.938441"
564,"SVAA019","Svay Chrum","Svay Rieng","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.117568","105.716027"
565,"SVAA020","Pouthi","Svay Rieng","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","10.9867","106.1258"
566,"SVAA021","Kampot Chroot","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.0351","106.0189"
567,"SVAA022","Bos Svay","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.2337","105.8807"
568,"SVAP001","Svay Rieng","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.0914361","105.7915562"
569,"SVAS001","Svay Rieng","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.082903","105.7966346"
570,"SVAS002","Bavet","Svay Rieng","ស្វាយរៀង","Bavet","បាវិត","11.0705","106.1577"
571,"SVAS003","Chrak Mtes","Svay Rieng","ស្វាយរៀង","Bavet","បាវិត","11.0381","106.0115"
572,"SVAS004","Kampong Trach","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.412753","105.794946"
573,"TAKA001","Ou Saray","Takeo","តាកែវ","Tram Kak","ត្រាំកក់","11.075468","104.496893"
574,"TAKA002","Sun Chanchav","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","11.034202","104.590535"
575,"TAKA003","Trapeang Kranhung","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","11.093079","104.414537"
576,"TAKA004","Tram Kak","Takeo","តាកែវ","Tram Kak","ត្រាំកក់","10.911496","104.589815"
577,"TAKA005","Romenh 01","Takeo","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.7957","104.9502"
578,"TAKA006","Sambuor","Takeo","តាកែវ","Treang","ទ្រាំង","10.962474","104.857369"
579,"TAKA007","Angkanh","Takeo","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","11.083932","104.94629"
580,"TAKA008","Khvav","Takeo","តាកែវ","Samraong","សំរោង","10.92014","104.72301"
581,"TAKA009","Kouk Pou","Takeo","តាកែវ","Borei Cholsar","បូរីជលសារ","10.892675","104.902756"
582,"TAKA010","Krapum Chhuk","Takeo","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.706738","104.916813"
583,"TAKA011","Prey Rumdeng","Takeo","តាកែវ","Kiri Vong","គីរីវង់","10.619044","104.767197"
584,"TAKA012","Prey Sloek","Takeo","តាកែវ","Treang","ទ្រាំង","10.904813","104.783549"
585,"TAKA013","Phnum Den","Takeo","តាកែវ","Kiri Vong","គីរីវង់","10.60243","104.906536"
586,"TAKA014","Prey Phdau","Takeo","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","11.165364","104.876075"
587,"TAKA015","Romenh 02","Takeo","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.800032","104.937742"
588,"TAKA016","Angkor Borei","Takeo","តាកែវ","Angkor Borei","អង្គរបូរី","10.997932","104.973288"
589,"TAKA017","Trea","Takeo","តាកែវ","Samraong","សំរោង","11.103537","104.821108"
590,"TAKA018","Doung Khpos","Takeo","តាកែវ","Bati","បាទី","10.867205","104.86635"
591,"TAKA019","Lumchang","Takeo","តាកែវ","Samraong","សំរោង","11.073395","104.75951"
592,"TAKA020","Prey Khla","Takeo","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.75647","104.872143"
593,"TAKA022","Kandoeng","Takeo","តាកែវ","Bati","បាទី","11.285664","104.840462"
594,"TAKA023","Rovieng","Takeo","តាកែវ","Samraong","សំរោង","11.201191","104.787972"
595,"TAKA024","Ta Ou","Takeo","តាកែវ","Kiri Vong","គីរីវង់","10.577666","104.798714"
596,"TAKA025","Ang Ta Saom","Takeo","តាកែវ","Kiri Vong","គីរីវង់","11.012834","104.672232"
597,"TAKA026","Prey Ampok","Takeo","តាកែវ","Kiri Vong","គីរីវង់","10.632234","104.791171"
598,"TAKA027","Preah Bat Choan Chum","Takeo","តាកែវ","Kiri Vong","គីរីវង់","10.644722","104.874741"
599,"TAKA028","Borei Chulsar","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","10.859956","104.947543"
600,"TAKA031","Ba Srae","Takeo","តាកែវ","Angkor Borei","អង្គរបូរី","11.056967","104.952222"
601,"TAKA032","Roka Krau","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","10.97977","104.778003"
602,"TAKA033","Prey Kabbas","Takeo","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","11.162099","104.958486"
603,"TAKA034","Rokar Knong","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","10.981908","104.777601"
604,"TAKA035","Sanlung","Takeo","តាកែវ","Treang","ទ្រាំង","10.800574","104.765602"
605,"TAKA036","Tnolbek","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","10.810856","104.806805"
606,"TAKA037","Dong","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","11.233967","104.905711"
607,"TAKA038","Smoung","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","10.793938","104.817752"
608,"TAKA039","Krapum Chhuk","Takeo","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.739098","104.924613"
609,"TAKP001","Doun Kaev","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","10.989227","104.773957"
610,"TAKS001","Roka Krau","Takeo","តាកែវ","Doun Kaev","ដូនកែវ","10.9791","104.7772"
611,"TAKS002","Ang Ta Saom","Takeo","តាកែវ","Kiri Vong","គីរីវង់","11.0101","104.6718"
612,"TAKS003","Trapeang Sab","Takeo","តាកែវ","Bati","បាទី","11.2656982757642","104.825915410417"
613,"TAKS004","Preah Bat Choan Chum","Takeo","តាកែវ","Kiri Vong","គីរីវង់","10.6442","104.875"
614,"TBKA001","Peus Mouy","Tboung Khmum","ត្បូងឃ្មុំ","Suong","សួង","12.248393","105.717783"
615,"TBKA002","Tramung","Tboung Khmum","ត្បូងឃ្មុំ","Memot","មេមត់","11.819494","106.190896"
616,"TBKA003","Rokarpo Pram","Tboung Khmum","ត្បូងឃ្មុំ","Suong","សួង","12.040843","105.711399"
617,"TBKA004","Choam Kravien","Tboung Khmum","ត្បូងឃ្មុំ","Memot","មេមត់","11.770064","106.338638"
618,"TBKA005","Dar","Tboung Khmum","ត្បូងឃ្មុំ","Memot","មេមត់","11.80188","106.119953"
619,"TBKA006","Rumchek","Tboung Khmum","ត្បូងឃ្មុំ","Memot","មេមត់","12.105325","106.000691"
620,"TBKA008","Kaong Kang","Tboung Khmum","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.810423","105.844209"
